"blue","dual_sim","four_g","three_g","touch_screen","wi_fi","battery_power","clock_speed","fc","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","price_range"
1,0,1,1,1,0,0.832331329325317,0.16,0.315789473684211,0.741935483870968,0.666666666666667,0.116666666666667,0.285714285714286,0.95,0.483163265306122,0.421228304405874,0.562800641368252,0.857142857142857,0.111111111111111,0.944444444444444,2
1,1,0,0,0,0,0.448229792919172,0.64,0.210526315789474,0.629032258064516,0,0.125,0.285714285714286,0.35,0.670408163265306,0.923898531375167,0.227418492784607,0.142857142857143,0.166666666666667,0.166666666666667,1
1,0,0,1,1,0,0.418837675350701,0.36,0.631578947368421,0.82258064516129,0.333333333333333,0.0333333333333333,0.571428571428571,0.7,0.310714285714286,0.580774365821095,0.728487439871726,0.642857142857143,0.5,0.555555555555556,3
0,1,0,1,1,0,0.108884435537742,0.28,0,0.419354838709677,0.888888888888889,0.216666666666667,0.571428571428571,0.25,0.38469387755102,0.665554072096128,0.477284874398717,0.857142857142857,0.833333333333333,0.944444444444444,1
1,0,1,1,1,0,0.00801603206412826,0,0.315789473684211,0.67741935483871,0,0.883333333333333,0.428571428571429,0.6,0.315816326530612,0.244993324432577,0.290486370924639,0,0.0555555555555556,0.388888888888889,0
0,1,1,1,0,1,0.828991315965264,0.72,0.473684210526316,0.661290322580645,0.333333333333333,0.75,0.857142857142857,0.6,0.231122448979592,0.120827770360481,0.629075360769642,0.5,0.166666666666667,0.444444444444444,2
1,0,0,1,1,1,0.675350701402806,0.48,0.631578947368421,0.0645161290322581,0.666666666666667,0.683333333333333,0.857142857142857,0.85,0.104591836734694,0.256341789052069,0.555585248530198,0.714285714285714,0.388888888888889,0.277777777777778,2
0,1,1,1,1,1,0.991983967935872,0,0.157894736842105,0.790322580645161,0,0.708333333333333,1,1,0.143877551020408,0.572763684913218,0.362907536076964,0.857142857142857,0.666666666666667,0.0555555555555556,1
1,1,0,0,1,0,0.309953239812959,0.4,0.263157894736842,0.17741935483871,1,0.241666666666667,0.142857142857143,0.7,0.0663265306122449,0.332443257676903,0.235702832709781,0.285714285714286,0.444444444444444,0.444444444444444,0
1,1,1,1,0,0,0.378089512358049,0.76,0.157894736842105,0.612903225806452,0.555555555555556,0.35,1,0.75,0.252040816326531,0.993991989319092,0.0929983965793693,0.785714285714286,0.777777777777778,0.5,0
1,0,1,1,0,0,0.722778891115564,0.44,0.263157894736842,0.645161290322581,0.777777777777778,0.316666666666667,0.285714285714286,0.5,0.14030612244898,0.241655540720961,0.90753607696419,0.642857142857143,0.555555555555556,0.388888888888889,3
0,1,1,1,1,1,0.769539078156313,0,0.105263157894737,0.564516129032258,0.888888888888889,0.8,0.428571428571429,0.3,0.228061224489796,0.85781041388518,0.988508818813469,1,0.222222222222222,0.888888888888889,3
0,0,0,1,1,1,0.622578490313961,0.44,0.368421052631579,0.032258064516129,0.666666666666667,0.441666666666667,1,0.55,0.143367346938776,0.199599465954606,0.000534473543559594,0.428571428571429,0.5,0.111111111111111,0
0,0,1,1,1,0,0.176352705410822,0.96,0,0.258064516129032,0,0.608333333333333,0.857142857142857,0,0.00306122448979592,0.195594125500668,0.216461785141635,0.428571428571429,0.0555555555555556,0.777777777777778,0
1,1,0,0,0,0,0.897795591182365,0,0.526315789473684,0.951612903225806,0.222222222222222,0.133333333333333,0,0.6,0.148979591836735,0.130173564753004,0.3941742383752,0.285714285714286,0.277777777777778,0.222222222222222,1
0,1,0,0,0,0,0.167668670674683,0,0.0526315789473684,0.741935483870968,0.666666666666667,0.0583333333333333,0.857142857142857,0.65,0.0836734693877551,0.152202937249666,0.963121325494388,0.142857142857143,0.277777777777778,0.777777777777778,3
0,1,0,0,1,0,0.966599866399466,0.92,0.421052631578947,0.225806451612903,0,0.166666666666667,0.571428571428571,0.5,0.321938775510204,0.96128170894526,0.901656867985035,0.285714285714286,0.388888888888889,0.833333333333333,3
0,1,1,1,1,0,0.384769539078156,0.8,0,0.693548387096774,1,0.783333333333333,0.285714285714286,0.2,0.45765306122449,0.53671562082777,0.456707642971673,0.0714285714285714,0.111111111111111,0.222222222222222,1
1,0,1,1,1,0,0.287909151636607,0,0.0526315789473684,0.935483870967742,0.666666666666667,0.2,0.428571428571429,0.1,0.136734693877551,0.38584779706275,0.321485836451096,0.0714285714285714,0.0555555555555556,0.944444444444444,0
0,0,0,0,0,1,0.979959919839679,0.16,0,0.32258064516129,0.777777777777778,0.291666666666667,0.285714285714286,0.35,0.439285714285714,0.506675567423231,0.55237840726884,0.285714285714286,0.444444444444444,0.277777777777778,2
0,0,0,1,1,1,0.414829659318637,0.28,0.473684210526316,0,0.555555555555556,0.333333333333333,0.428571428571429,0.7,0.168877551020408,0.193591455273698,0.811063602351684,0.428571428571429,0.111111111111111,0.611111111111111,2
0,0,1,1,1,0,0.726118904475618,0,0,0.951612903225806,0.777777777777778,0.658333333333333,0,0.65,0.542857142857143,0.730307076101469,0.805986103687867,0.928571428571429,0,0.833333333333333,3
0,0,0,0,0,0,0.0668002672010688,0.64,0.210526315789474,0.387096774193548,0.222222222222222,0.175,0.428571428571429,0.9,0.25969387755102,0.0320427236315087,0.176910742918226,0.285714285714286,0.0555555555555556,0.555555555555556,0
0,0,0,0,0,1,0.744154976619906,0,0.736842105263158,0.209677419354839,0,0.433333333333333,0.428571428571429,0.8,0.31734693877551,0.504672897196262,0.863709246392304,0.785714285714286,0.111111111111111,0.0555555555555556,3
1,1,0,1,0,1,0.726786907147629,0.68,0.105263157894737,0.903225806451613,0,0.4,0.428571428571429,0.2,0.488265306122449,0.94192256341789,0.990112239444148,0.785714285714286,0.777777777777778,0.666666666666667,3
1,0,1,1,0,1,0.61189044756179,0.88,0.105263157894737,0.870967741935484,0.888888888888889,0.283333333333333,0.714285714285714,0.2,0.252040816326531,0.767022696929239,0.0892570817744522,0.428571428571429,0.166666666666667,0.222222222222222,0
1,0,1,1,1,0,0.798931195724783,0.08,0.0526315789473684,0.516129032258065,0,0.125,0,0.15,0.120408163265306,0.510013351134846,0.9206306787814,0.714285714285714,0.5,0.333333333333333,3
1,1,0,0,0,1,0.55377421509686,0.32,0.736842105263158,0.0161290322580645,0.222222222222222,0.025,0.571428571428571,0.85,0.5,0.5086782376502,0.055318011758418,0.642857142857143,0.333333333333333,0.5,0
0,0,1,1,0,1,0.651302605210421,0,0,0.661290322580645,0.666666666666667,0.566666666666667,0.142857142857143,0.1,0.912755102040816,0.982643524699599,0.905398182789952,0.714285714285714,0.555555555555556,0.222222222222222,3
1,0,0,1,1,1,0.720106880427522,0.4,0,0.403225806451613,0.111111111111111,0.516666666666667,0.714285714285714,0.9,0.423979591836735,0.656875834445928,0.389363976483164,0.785714285714286,0.222222222222222,0.444444444444444,1
0,0,1,1,1,1,0.518370073480294,1,0,0.629032258064516,0.222222222222222,1,0.428571428571429,0.15,0.460204081632653,0.393858477970628,0.0462319615179049,0.285714285714286,0.222222222222222,0.666666666666667,0
1,1,1,1,0,1,0.392785571142285,0.16,0.631578947368421,0,0.666666666666667,0.541666666666667,0.571428571428571,0.75,0.324489795918367,0.506675567423231,0.67049706039551,0.571428571428571,0.666666666666667,0.444444444444444,2
1,1,1,1,0,0,0.77621910487642,0.8,0.684210526315789,0.403225806451613,0.222222222222222,0.741666666666667,0.428571428571429,0.7,0.423979591836735,0.626835781041388,0.488508818813469,0.142857142857143,0.0555555555555556,0.888888888888889,2
0,0,0,0,0,0,0.967267869071476,0.52,0,0.290322580645161,0.777777777777778,0.883333333333333,0.571428571428571,0.2,0.264285714285714,0.061415220293725,0.232228754676644,0.857142857142857,0.555555555555556,0.388888888888889,1
0,0,1,1,1,1,0.425517702070808,0.24,0.263157894736842,0.741935483870968,0.555555555555556,0.241666666666667,0.285714285714286,0.7,0.118877551020408,0.852469959946595,0.478888295029396,0.0714285714285714,0,0.888888888888889,2
0,0,0,1,0,1,0.122912491649967,0.88,0.368421052631579,0.241935483870968,0.222222222222222,0.783333333333333,0.714285714285714,1,0.369897959183673,0.246995994659546,0.258417958311064,0.214285714285714,0,0.888888888888889,0
0,0,1,1,1,1,0.927187708750835,0.92,0.263157894736842,0.467741935483871,1,0.433333333333333,0,0.5,0.086734693877551,0.404539385847797,0.912880812399786,0,0.0555555555555556,0.0555555555555556,3
1,1,0,1,1,0,0.237808951235805,0.6,0.157894736842105,0.241935483870968,0.111111111111111,0.958333333333333,0.857142857142857,0.45,0.0801020408163265,0.299065420560748,0.760021378941742,0.857142857142857,0.277777777777778,0.611111111111111,2
0,1,0,0,1,0,0.935871743486974,0.92,0.315789473684211,0.774193548387097,0.777777777777778,0.366666666666667,1,0.45,0.58265306122449,0.596128170894526,0.0232495991448423,0.428571428571429,0.444444444444444,0.888888888888889,0
1,0,0,1,1,0,0.483633934535738,0.76,0,0.209677419354839,0,0.625,0.571428571428571,0,0.428571428571429,0.321762349799733,0.458043826830572,0.785714285714286,0.444444444444444,0.722222222222222,1
0,0,0,1,1,1,0.377421509686039,0.44,0.263157894736842,0.596774193548387,0.555555555555556,0.425,0.571428571428571,0.85,0.204591836734694,0.724966622162884,0.660609299839658,0.0714285714285714,0,0.833333333333333,2
1,1,0,0,0,0,0.703406813627255,0,0.578947368421053,0.0483870967741935,1,0.366666666666667,0.285714285714286,0.6,0.201530612244898,0.720293724966622,0.902993051843934,0.142857142857143,0.222222222222222,0.888888888888889,3
0,0,0,1,0,1,0.558450233800935,0,0.684210526315789,0.467741935483871,0.777777777777778,0.883333333333333,0.142857142857143,1,0.0244897959183673,0.096128170894526,0.514163548904329,0.142857142857143,0.222222222222222,0.777777777777778,1
1,1,1,1,0,0,0.95190380761523,0.48,0.0526315789473684,0.5,0.333333333333333,0.766666666666667,0.285714285714286,0.1,0.501020408163265,0.438584779706275,0.596472474612507,0.0714285714285714,0.0555555555555556,0.666666666666667,2
0,1,0,1,0,0,0.245824983299933,0.32,0.157894736842105,0.516129032258065,0,0.2,0.142857142857143,0.2,0.243877551020408,0.0260347129506008,0.964190272581507,0.571428571428571,0.166666666666667,0.5,3
1,1,0,0,0,1,0.519038076152305,0,0.0526315789473684,0.838709677419355,0,0.2,1,0.8,0.296428571428571,0.166889185580774,0.240245857830037,0.142857142857143,0.0555555555555556,1,0
1,0,1,1,0,1,0.849699398797595,0.8,0.842105263157895,0.483870967741935,0.555555555555556,0.75,0.714285714285714,0.9,0.619897959183674,0.648865153538051,0.884553714591128,0.857142857142857,0.333333333333333,0.611111111111111,3
1,1,1,1,0,1,0.774883099532398,0.12,0.0526315789473684,0.0645161290322581,1,0.241666666666667,0.857142857142857,0.1,0.303061224489796,0.558744993324433,0.162479957242117,0.285714285714286,0.444444444444444,0,1
0,0,1,1,1,1,0.625918503674015,0.68,0,0.483870967741935,0.555555555555556,0.8,0.857142857142857,0.3,0.348469387755102,0.776368491321762,0.163816141101015,1,0.722222222222222,0.388888888888889,0
1,0,0,1,1,1,0.774883099532398,0.36,0,0.435483870967742,0.222222222222222,0.325,0.142857142857143,0,0.273469387755102,0.240987983978638,0.089524318546232,0.285714285714286,0.111111111111111,0.388888888888889,0
1,0,0,0,1,1,0.898463593854375,0.04,0.0526315789473684,0.274193548387097,0.666666666666667,0.658333333333333,0,0.1,0.0423469387755102,0.182242990654206,0.287814003206841,0.714285714285714,0.333333333333333,0.5,1
1,1,1,1,0,1,0.507014028056112,0.6,0.105263157894737,0.338709677419355,0.111111111111111,0.358333333333333,0.857142857142857,0.5,0.461734693877551,0.542723631508678,0.521646178514164,0.5,0.611111111111111,0.444444444444444,2
1,1,0,0,1,1,0.00734802939211757,0,0.368421052631579,0.209677419354839,0.888888888888889,0.025,0.285714285714286,0.75,0.127040816326531,0.900534045393859,0.629075360769642,0.928571428571429,0.777777777777778,0.722222222222222,2
0,0,0,0,0,1,0.053440213760855,0.68,0,0.919354838709677,0.666666666666667,0.875,0.571428571428571,0.3,0.40969387755102,0.742990654205608,0.684927846071619,1,0.944444444444444,0.388888888888889,2
1,0,0,1,0,1,0.915831663326653,0.72,0.315789473684211,0.67741935483871,0.666666666666667,0.45,0.285714285714286,0.75,0.234183673469388,0.506675567423231,0.454035275253875,0.285714285714286,0.222222222222222,0.722222222222222,2
1,0,1,1,1,0,0.124248496993988,0.32,0.473684210526316,0.774193548387097,0.555555555555556,0.591666666666667,0.428571428571429,1,0.297959183673469,0.434579439252336,0.844468198824158,0.642857142857143,0.333333333333333,0.333333333333333,3
1,1,0,1,0,0,0.78623914495658,0.72,0.578947368421053,0.0806451612903226,0.444444444444444,0.933333333333333,0,0.7,0.213265306122449,0.843124165554072,0.0849812934259754,0,0.166666666666667,0.944444444444444,0
1,0,1,1,0,1,0.61189044756179,0,0.526315789473684,0.693548387096774,0.888888888888889,0.716666666666667,0.428571428571429,0.95,0.185714285714286,0.353137516688919,0.50053447354356,0.571428571428571,0.5,0.555555555555556,1
0,1,1,1,1,1,0.382765531062124,0.76,0.105263157894737,0.112903225806452,0.888888888888889,0.191666666666667,0.714285714285714,0.7,0.48265306122449,0.30173564753004,0.452164617851416,0.571428571428571,0.0555555555555556,0.888888888888889,1
0,0,0,0,0,0,0.889111556446226,0.08,0.105263157894737,0,0.555555555555556,0.0833333333333333,0.857142857142857,0.3,0.0948979591836735,0.102803738317757,0.727418492784607,0.928571428571429,0.388888888888889,0.888888888888889,2
0,0,1,1,1,1,0.35938543754175,0.32,0,0.161290322580645,0.777777777777778,1,1,0,0.728571428571429,0.88584779706275,0.364243719935863,0.142857142857143,0.0555555555555556,0.444444444444444,1
0,0,0,1,1,0,0.372745490981964,0.76,0.421052631578947,0.951612903225806,0,0.45,0.285714285714286,0.9,0.822959183673469,0.945260347129506,0.924639230358097,0.714285714285714,0.722222222222222,0.5,3
0,0,0,0,0,1,0.73814295257181,0.36,0.157894736842105,0.887096774193548,0,0.616666666666667,0.428571428571429,0.2,0.575,0.950600801068091,0.85462319615179,0.571428571428571,0.444444444444444,1,3
1,0,1,1,1,1,0.953239812959252,0.52,0.473684210526316,0.274193548387097,1,0.891666666666667,0.285714285714286,1,0.352551020408163,0.720961281708945,0.940940673436665,0.142857142857143,0.111111111111111,0.611111111111111,3
1,1,1,1,0,1,0.917835671342685,0,0.578947368421053,0.854838709677419,0.666666666666667,0.0916666666666667,0,0.85,0.919387755102041,0.962616822429907,0.656333511491181,0.142857142857143,0.111111111111111,0.222222222222222,3
1,0,1,1,0,0,0.418837675350701,0.24,0.473684210526316,0.709677419354839,0.888888888888889,0.458333333333333,1,0.5,0.383163265306122,0.722296395193591,0.314804917156601,0,0,0.5,1
0,1,1,1,0,1,0.832999331997328,0.48,0.315789473684211,0.193548387096774,0.444444444444444,0.55,0.285714285714286,0.35,0.438265306122449,0.489986648865154,0.991982896846606,0.785714285714286,0.666666666666667,0.0555555555555556,3
0,1,0,0,0,0,0.609218436873748,0,0.263157894736842,0.790322580645161,0.222222222222222,0.308333333333333,0.571428571428571,0.55,0.0954081632653061,0.0113484646194927,0.835649385355425,0.785714285714286,0.277777777777778,0,3
0,1,1,1,0,1,0.216432865731463,0,0,0.338709677419355,0,0.05,0.142857142857143,0,0.105102040816327,0.945927903871829,0.807589524318546,0.214285714285714,0.333333333333333,0,3
1,0,1,1,0,1,0.726786907147629,0.36,0.157894736842105,0.387096774193548,0,0.166666666666667,1,0.8,0.853571428571429,0.84045393858478,0.992517370390166,0.785714285714286,0.444444444444444,0.888888888888889,3
1,1,1,1,0,0,0.0227120908483634,0,0.421052631578947,0.838709677419355,0.444444444444444,0.541666666666667,1,0.75,0.362244897959184,0.29305740987984,0.646178514163549,0.642857142857143,0.444444444444444,0.444444444444444,2
1,0,0,1,1,1,0.85437541750167,0,0.315789473684211,0.403225806451613,0,0.916666666666667,0.428571428571429,0.55,0.679081632653061,0.642857142857143,0.673436664885088,1,0.944444444444444,0.666666666666667,3
0,1,1,1,0,0,0.781563126252505,0.04,0.368421052631579,0.951612903225806,0,0.408333333333333,0.142857142857143,0.55,0.134183673469388,0.232309746328438,0.555852485301978,0.357142857142857,0.222222222222222,0.277777777777778,2
0,0,1,1,1,1,0.881763527054108,0.16,0.473684210526316,0.161290322580645,0.222222222222222,0.283333333333333,0,0.9,0.0494897959183673,0.869826435246996,0.580972741849278,0.142857142857143,0.222222222222222,0.222222222222222,2
1,0,1,1,1,0,0.384101536406146,0.84,0.157894736842105,0.580645161290323,0.666666666666667,0.325,0.714285714285714,0.4,0.0658163265306122,0.277036048064085,0.169695350080171,0.928571428571429,0.166666666666667,0.388888888888889,0
1,1,0,1,1,0,0.0207080828323313,0.12,0.157894736842105,0.0967741935483871,0,0.941666666666667,0.571428571428571,0.5,0.618877551020408,0.570093457943925,0.126135756280064,0.571428571428571,0.277777777777778,0.333333333333333,0
1,0,0,1,0,0,0.18436873747495,0.84,0.157894736842105,0.451612903225806,0.888888888888889,0.566666666666667,0.571428571428571,0.85,0.0964285714285714,0.429238985313752,0.970069481560663,0.642857142857143,0.555555555555556,0.277777777777778,3
1,0,0,1,0,1,0.478289913159653,0,0.157894736842105,0.241935483870968,0.444444444444444,0.85,0.428571428571429,0.65,0.320408163265306,0.0881174899866489,0.388829502939604,0.142857142857143,0.166666666666667,0.388888888888889,1
1,1,0,1,1,1,0.771543086172345,0.44,0,0.225806451612903,1,0.308333333333333,0.857142857142857,0.1,0.163265306122449,0.266355140186916,0.694815606627472,0.642857142857143,0.166666666666667,1,2
0,0,0,1,1,1,0.456913827655311,0.56,0,0.467741935483871,0.333333333333333,0.6,1,0.35,0.427040816326531,0.762349799732977,0.585515766969535,0.785714285714286,0.111111111111111,0.0555555555555556,2
0,0,1,1,1,1,0.0507682030728123,0.76,0.421052631578947,0.564516129032258,0.888888888888889,0.675,0.714285714285714,1,0.554591836734694,0.634178905206943,0.149118118653127,0.428571428571429,0.388888888888889,0.944444444444444,0
1,1,0,0,1,0,0.157648630594522,0.76,0.368421052631579,0.758064516129032,0.555555555555556,0.941666666666667,0.428571428571429,0.8,0.398469387755102,0.642857142857143,0.720203099946553,0.142857142857143,0,0.444444444444444,2
0,1,0,1,1,1,0.13560454241817,0.68,0.210526315789474,0.82258064516129,0.111111111111111,0.883333333333333,0.714285714285714,0.3,0.128061224489796,0.342456608811749,0.90780331373597,0.142857142857143,0.0555555555555556,0.722222222222222,2
1,1,0,0,1,0,0.0160320641282565,0,0.263157894736842,0.790322580645161,0.444444444444444,0.475,1,0.55,0.133673469387755,0.725634178905207,0.436932121859968,0.928571428571429,0.166666666666667,0.555555555555556,1
1,1,0,1,0,1,0.00200400801603206,0,0.263157894736842,0.225806451612903,0,0.716666666666667,0,0.45,0.391326530612245,0.777703604806409,0.11892036344201,0.857142857142857,0.833333333333333,0.722222222222222,0
0,1,1,1,1,1,0.195056780227121,0.28,0.0526315789473684,0.580645161290323,0.555555555555556,0.8,0.428571428571429,0.35,0.625510204081633,0.877837116154873,0.770443613041154,0.0714285714285714,0.0555555555555556,0.555555555555556,3
0,1,0,1,0,1,0.0454241816967268,0.04,0.105263157894737,0.596774193548387,0,0.866666666666667,1,0.45,0.198469387755102,0.15954606141522,0.682789951897381,0.142857142857143,0.333333333333333,0.277777777777778,1
0,1,1,1,0,1,0.727454909819639,0.56,0.157894736842105,0.306451612903226,1,0.666666666666667,0.571428571428571,0.9,0.469387755102041,0.309078771695594,0.386157135221807,0.428571428571429,0.222222222222222,0.111111111111111,1
0,0,1,1,1,1,0.137608550434202,0,0,0.225806451612903,0,0.95,0.142857142857143,0,0.523979591836735,0.672897196261682,0.426777124532336,0.857142857142857,0.777777777777778,0.555555555555556,1
0,0,1,1,1,1,0.177688710754843,0.56,0.842105263157895,0.274193548387097,0.111111111111111,0.875,0.714285714285714,0.85,0.138265306122449,0.333778371161549,0.584981293425975,0.0714285714285714,0.0555555555555556,0.222222222222222,1
1,1,1,1,1,0,0.567134268537074,0,0,0.774193548387097,0.777777777777778,0.841666666666667,1,0.2,0.188265306122449,0.0293724966622163,0.542757883484768,0.714285714285714,0.0555555555555556,0.333333333333333,1
1,1,0,0,1,1,0.411489645958584,0.04,0,0.467741935483871,0.111111111111111,0.55,0.142857142857143,0.35,0.641836734693878,0.752336448598131,0.466862640299305,0.214285714285714,0.388888888888889,0.666666666666667,2
1,0,1,1,1,1,0.0935203740814963,0.24,0,0.0806451612903226,0.888888888888889,0.933333333333333,0,0.15,0.212755102040816,0.172897196261682,0.892303580972742,0.142857142857143,0.277777777777778,0.944444444444444,2
0,1,1,1,0,1,0.334669338677355,0.12,0,0.532258064516129,0.444444444444444,0.025,0.142857142857143,0.2,0.686224489795918,0.611481975967957,0.392838054516301,0.785714285714286,0.277777777777778,0.944444444444444,1
1,1,0,0,0,1,0.605878423513694,0.64,0.526315789473684,0.693548387096774,0.888888888888889,0.075,0.571428571428571,0.7,0.312755102040816,0.392523364485981,0.987707108498129,0.214285714285714,0.333333333333333,0.0555555555555556,3
1,1,0,1,1,1,0.934535738142953,0.6,0.0526315789473684,0.629032258064516,0.444444444444444,0.916666666666667,1,0.3,0.46530612244898,0.731642189586115,0.158738642437199,0,0.0555555555555556,0.111111111111111,1
0,0,0,1,1,0,0.150300601202405,0.96,0,0.661290322580645,0,0.175,1,0,0.339795918367347,0.173564753004005,0.318011758417958,0.857142857142857,0.111111111111111,0.333333333333333,0
0,0,1,1,1,0,0.696726786907148,0.72,0.631578947368421,0.693548387096774,0,0.275,1,1,0.120408163265306,0.238317757009346,0.278995189738108,0.214285714285714,0.388888888888889,0.888888888888889,1
1,0,1,1,1,1,0.636606546426186,0.44,0.315789473684211,0.306451612903226,0.111111111111111,0.666666666666667,0.428571428571429,0.5,0.0948979591836735,0.400534045393858,0.123730625334046,0.642857142857143,0.555555555555556,0.444444444444444,0
1,1,0,0,1,1,0.486973947895792,0.68,0.315789473684211,0.387096774193548,0.777777777777778,0.358333333333333,0.571428571428571,0.35,0.212244897959184,0.117489986648865,0.195617316942811,0.428571428571429,0.277777777777778,0.388888888888889,0
0,0,1,1,0,0,0.702070808283233,0.28,0.526315789473684,0.82258064516129,0.222222222222222,0.833333333333333,1,0.9,0.219387755102041,0.105473965287049,0.628006413682523,0.571428571428571,0.333333333333333,0.555555555555556,2
0,0,0,1,1,0,0.68002672010688,0.64,0,0.483870967741935,0.666666666666667,1,0,0.5,0.0857142857142857,0.493324432576769,0.709780865847141,0.428571428571429,0.555555555555556,0.722222222222222,2
1,0,0,0,1,1,0.148296593186373,0.56,0.210526315789474,0.451612903225806,0.222222222222222,0.183333333333333,0,0.35,0.748469387755102,0.93524699599466,0.556654195617317,1,0.5,0.833333333333333,2
0,1,0,1,1,1,0.460921843687375,0.76,0.105263157894737,0.17741935483871,0.888888888888889,0.741666666666667,0,0.35,0.0913265306122449,0.876502002670227,0.206306787814003,0.642857142857143,0.333333333333333,0.333333333333333,0
0,0,0,0,0,1,0.445557782231129,0.32,0.473684210526316,0.951612903225806,0,0.0833333333333333,1,0.5,0.0811224489795918,0.719626168224299,0.779529663281668,0.285714285714286,0.222222222222222,0.833333333333333,3
0,1,0,0,0,1,0.486305945223781,0,0.789473684210526,0.193548387096774,0.777777777777778,0.925,0.142857142857143,0.8,0.0612244897959184,0.919893190921228,0.377071084981293,0.857142857142857,0.333333333333333,0.833333333333333,1
1,0,1,1,0,0,0.839679358717435,0,0.578947368421053,0.17741935483871,0.555555555555556,0.916666666666667,1,0.7,0.388775510204082,0.910547396528705,0.438535542490647,0.0714285714285714,0.111111111111111,0.722222222222222,2
0,0,0,0,1,1,0.527054108216433,0,0,0.0161290322580645,0,0.525,0.714285714285714,0.2,0.306122448979592,0.406542056074766,0.256012827365045,0.285714285714286,0.444444444444444,0.722222222222222,1
0,1,0,0,1,0,0.0487641950567802,0.92,0.842105263157895,0.580645161290323,0,0.0833333333333333,0.714285714285714,0.85,0.145918367346939,0.447930574098798,0.805184393372528,0.214285714285714,0.388888888888889,0.444444444444444,2
1,0,0,0,0,1,0.51436205744823,0,0.631578947368421,0.483870967741935,0,0.275,0.857142857142857,0.75,0.688775510204082,0.967289719626168,0.0505077498663816,0.714285714285714,0.777777777777778,0.666666666666667,0
1,0,0,1,1,0,0.44689378757515,0.28,0.210526315789474,0.451612903225806,0.333333333333333,0.025,1,0.75,0.0137755102040816,0.815754339118825,0.218332442544094,0.0714285714285714,0.222222222222222,0.333333333333333,0
1,0,0,0,0,0,0.513026052104208,0.32,0.736842105263158,0.806451612903226,0.777777777777778,0.316666666666667,0.142857142857143,0.75,0.814795918367347,0.947930574098798,0.109299839657937,0.928571428571429,0.277777777777778,0.166666666666667,1
0,1,0,0,0,0,0.525718102872411,0.92,0.789473684210526,0.774193548387097,0,0.341666666666667,0.142857142857143,1,0.600510204081633,0.873831775700935,0.767771245323356,0.857142857142857,0.333333333333333,0,3
1,1,1,1,0,0,0.577822311289245,0.08,0,0.516129032258065,0,0.583333333333333,0.142857142857143,0.45,0.205102040816327,0.309746328437917,0.867183324425441,0.571428571428571,0.611111111111111,0.0555555555555556,3
1,1,1,1,1,1,0.715430861723447,0.12,0.368421052631579,0.0967741935483871,0.777777777777778,0.741666666666667,0.571428571428571,0.4,0.294387755102041,0.491989319092123,0.856493853554249,0.0714285714285714,0.166666666666667,0.444444444444444,3
0,1,1,1,1,0,0.752171008684035,0.16,0.473684210526316,0.483870967741935,0,0.833333333333333,0.714285714285714,0.8,0.026530612244898,0.388518024032043,0.788348476750401,0.5,0.333333333333333,0.777777777777778,3
1,0,1,1,1,0,0.801603206412826,0,0.684210526315789,0.709677419354839,0.888888888888889,0.291666666666667,0.142857142857143,0.75,0.185714285714286,0.218958611481976,0.924906467129877,0.428571428571429,0,0.444444444444444,3
1,1,1,1,0,1,0.934535738142953,0,0,0.854838709677419,0.888888888888889,0.758333333333333,0,0.05,0.476530612244898,0.494659546061415,0.978353821485836,0.714285714285714,0.277777777777778,0.888888888888889,3
0,0,0,1,0,1,0.983967935871743,0.2,0.210526315789474,0.354838709677419,0.222222222222222,0,0.857142857142857,0.65,0.127551020408163,0.0300400534045394,0.161678246926777,0.142857142857143,0.222222222222222,0.222222222222222,0
1,1,0,1,1,1,0.464929859719439,0,0.473684210526316,0.290322580645161,0,0.408333333333333,0.571428571428571,0.5,0.109183673469388,0.807743658210948,0.702565473009086,1,0.388888888888889,0.666666666666667,2
1,1,0,1,1,0,0.0574482297929192,0.72,0.210526315789474,0.0645161290322581,0.666666666666667,0.75,0,0.8,0.312244897959184,0.863150867823765,0.673703901656868,0.285714285714286,0.111111111111111,0.666666666666667,2
0,0,0,0,0,1,0.289245156980628,0.24,0.368421052631579,0.354838709677419,0.777777777777778,0.266666666666667,0.571428571428571,0.6,0.566836734693878,0.642857142857143,0.203367183324425,0.5,0.388888888888889,0.388888888888889,0
0,1,1,1,0,0,0.463593854375418,0.6,0.0526315789473684,0.338709677419355,0,0.0166666666666667,0.428571428571429,0.45,0.0831632653061224,0.400534045393858,0.193479422768573,0.571428571428571,0.5,0.833333333333333,0
1,0,0,1,0,0,0.90313961255845,0.2,0.105263157894737,0.338709677419355,0.333333333333333,0.1,0,0.75,0.103061224489796,0.968624833110814,0.673169428113308,0.642857142857143,0.222222222222222,0.833333333333333,3
0,0,1,1,0,1,0.442885771543086,0.2,0.210526315789474,0.274193548387097,0.888888888888889,0.125,1,0.9,0.371938775510204,0.803738317757009,0.81587386424372,0.714285714285714,0.166666666666667,0.0555555555555556,3
1,0,1,1,1,1,0.675350701402806,0,0.421052631578947,0.258064516129032,0,0.0666666666666667,0.285714285714286,0.85,0.550510204081633,0.932576769025367,0.895510422234099,0.5,0.555555555555556,0.222222222222222,3
